year,league_id,team_id,park_id,span_first,span_last,games,openings,attendance
1944,AL,CLE,CLE07,4/21/44,10/1/44,43,27,411959
1944,AL,DET,DET04,4/18/44,10/1/44,78,60,867143
1944,NL,NY1,NYC14,4/18/44,10/1/44,75,55,733969
1944,AL,NYA,NYC16,4/22/44,9/17/44,78,60,1001509
1944,AL,PHA,PHI11,4/22/44,8/30/44,76,26,166597
1944,NL,PHI,PHI11,4/18/44,10/1/44,79,22,135393
1944,NL,PIT,PIT06,4/21/44,9/17/44,81,64,655278
1944,AL,SLA,STL07,4/21/44,10/1/44,77,64,571939
1944,NL,SLN,STL07,4/18/44,9/13/44,77,60,524650
1944,AL,WS1,WAS09,4/18/44,9/17/44,77,60,628682
1945,AL,BOS,BOS07,4/20/45,9/23/45,78,62,643203
1945,NL,BRO,NYC15,4/17/45,9/23/45,78,65,1069629
1945,NL,BSN,BOS08,4/17/45,9/30/45,75,55,410048
1945,AL,CHA,CHI10,4/20/45,9/2/45,74,52,646241
1945,NL,CHN,CHI11,4/17/45,9/26/45,76,58,1020019
1945,NL,CIN,CIN07,4/17/45,9/30/45,77,54,293808
1945,AL,CLE,CLE06,4/19/45,9/22/45,31,25,89500
1945,AL,CLE,CLE07,4/17/45,9/23/45,46,26,374722
1945,AL,DET,DET04,4/20/45,9/26/45,76,56,1260445
1945,NL,NY1,NYC14,4/20/45,9/26/45,78,58,1037540
1945,AL,NYA,NYC16,4/17/45,9/30/45,76,56,1116180
1945,AL,PHA,PHI11,4/17/45,9/23/45,77,46,443966
1945,NL,PHI,PHI11,4/20/45,9/30/45,77,45,267059
1945,NL,PIT,PIT06,4/20/45,9/30/45,79,57,583828
1945,AL,SLA,STL07,4/17/45,9/30/45,76,54,471647
1945,NL,SLN,STL07,4/21/45,9/23/45,78,58,589742
1945,AL,WS1,WAS09,4/20/45,9/18/45,78,54,756890
1946,AL,BOS,BOS07,4/20/46,9/29/46,78,57,1393273
1946,NL,BRO,NYC15,4/18/46,10/3/46,79,74,1830974
1946,NL,BSN,BOS07,4/28/46,4/28/46,2,1,20735
1946,NL,BSN,BOS08,4/16/46,9/22/46,75,54,952706
1946,AL,CHA,CHI10,4/16/46,9/29/46,79,60,966898
1946,NL,CHN,CHI11,4/20/46,9/26/46,77,64,1340934
1946,NL,CIN,CIN07,4/16/46,9/29/46,77,63,746293
1946,AL,CLE,CLE06,4/25/46,9/21/46,36,32,178895
1946,AL,CLE,CLE07,4/20/46,9/25/46,41,30,875931
1946,AL,DET,DET04,4/16/46,9/29/46,79,66,1559952
1946,NL,NY1,NYC14,4/16/46,9/29/46,77,61,1269478
1946,AL,NYA,NYC16,4/19/46,9/23/46,77,61,2121974
1946,AL,PHA,PHI11,4/16/46,9/29/46,78,53,561737
1946,NL,PHI,PHI11,4/20/46,9/22/46,78,58,1063478
1946,NL,PIT,PIT06,4/20/46,9/22/46,78,62,752432
1946,AL,SLA,STL07,4/20/46,9/22/46,77,61,567655
1946,NL,SLN,STL07,4/16/46,10/1/46,78,64,1060087
1946,AL,WS1,WAS09,4/16/46,9/22/46,76,66,1079869
1947,AL,BOS,BOS07,4/15/47,9/23/47,81,69,1460821
1947,NL,BRO,NYC15,4/15/47,9/24/47,78,70,1803795
1947,NL,BSN,BOS08,4/18/47,9/28/47,77,69,1308561
1947,AL,CHA,CHI10,4/18/47,9/24/47,75,59,892006
1947,NL,CHN,CHI11,4/15/47,9/28/47,79,71,1412044
1947,NL,CIN,CIN07,4/15/47,9/24/47,77,63,915332
1947,AL,CLE,CLE07,4/15/47,9/28/47,78,59,1484848
1947,AL,DET,DET04,4/18/47,9/22/47,80,64,1438457
1947,NL,NY1,NYC14,4/18/47,9/21/47,76,62,2001272
1947,AL,NYA,NYC16,4/15/47,9/28/47,77,67,2225010
1947,AL,PHA,PHI11,4/18/47,9/21/47,78,64,934300
1947,NL,PHI,PHI11,4/15/47,9/28/47,77,60,904432
1947,NL,PIT,PIT06,4/18/47,9/28/47,79,69,1350832
1947,AL,SLA,STL07,4/15/47,9/28/47,77,64,352471
1947,NL,SLN,STL07,4/18/47,9/22/47,77,70,1238093
1947,AL,WS1,WAS09,4/18/47,9/28/47,77,67,855096
1948,AL,BOS,BOS07,4/19/48,10/4/48,78,72,1602119
1948,NL,BRO,NYC15,4/23/48,10/3/48,78,72,1390842
1948,NL,BSN,BOS08,4/23/48,9/26/48,76,70,1489733
1948,AL,CHA,CHI10,4/20/48,10/3/48,76,61,799447
1948,NL,CHN,CHI11,4/23/48,9/30/48,78,70,1314316
1948,NL,CIN,CIN07,4/19/48,10/3/48,77,63,839269
1948,AL,CLE,CLE07,4/20/48,10/3/48,79,66,2659990
1948,AL,DET,DET04,4/23/48,9/30/48,77,70,1688149
1948,NL,NY1,NYC14,4/20/48,10/3/48,77,66,1460245
1948,AL,NYA,NYC16,4/23/48,9/26/48,77,63,2411195
1948,AL,PHA,PHI11,4/23/48,10/3/48,77,63,936605
1948,NL,PHI,PHI11,4/20/48,9/26/48,76,62,796917
1948,NL,PIT,PIT06,4/20/48,9/26/48,80,62,1491227
1948,AL,SLA,STL07,4/24/48,9/26/48,76,65,344117
1948,NL,SLN,STL07,4/20/48,10/3/48,77,67,1077924
1948,AL,WS1,WAS09,4/19/48,9/12/48,78,67,807697
1949,AL,BOS,BOS07,4/22/49,9/25/49,77,74,1631937
1949,NL,BRO,NYC15,4/19/49,9/25/49,78,77,1618120
1949,NL,BSN,BOS08,4/18/49,10/2/49,77,68,1103302
1949,AL,CHA,CHI10,4/22/49,9/29/49,77,64,958049
1949,NL,CHN,CHI11,4/19/49,10/2/49,77,71,1212692
1949,NL,CIN,CIN07,4/19/49,9/27/49,78,62,711098
1949,AL,CLE,CLE07,4/22/49,9/25/49,77,64,2324592
1949,AL,DET,DET04,4/19/49,10/2/49,78,72,1828193
1949,NL,NY1,NYC14,4/22/49,9/25/49,79,69,1221472
1949,AL,NYA,NYC16,4/19/49,10/2/49,78,68,2321342
1949,AL,PHA,PHI11,4/19/49,9/25/49,77,64,831622
1949,NL,PHI,PHI11,4/23/49,10/2/49,77,66,820905
1949,NL,PIT,PIT06,4/22/49,10/2/49,77,69,1447122
1949,AL,SLA,STL07,4/19/49,10/2/49,77,62,310229
1949,NL,SLN,STL07,4/22/49,9/25/49,79,75,1430697
1949,AL,WS1,WAS09,4/18/49,10/2/49,77,71,788826
1950,AL,BOS,BOS07,4/18/50,10/1/50,77,67,1344177
1950,NL,BRO,NYC15,4/21/50,10/1/50,78,70,1175019
1950,NL,BSN,BOS08,4/21/50,9/26/50,79,68,924040
1950,AL,CHA,CHI10,4/18/50,10/1/50,79,64,782129
1950,NL,CHN,CHI11,4/21/50,9/27/50,78,63,1138415
1950,NL,CIN,CIN07,4/18/50,10/1/50,76,58,542506
1950,AL,CLE,CLE07,4/18/50,9/27/50,77,65,1732464
1950,AL,DET,DET04,4/21/50,10/1/50,81,75,1958173
1950,NL,NY1,NYC14,4/18/50,10/1/50,76,63,1056046
1950,AL,NYA,NYC16,4/21/50,9/26/50,77,65,2006902
1950,AL,PHA,PHI11,4/21/50,10/1/50,77,59,323395
1950,NL,PHI,PHI11,4/18/50,9/24/50,78,64,1206813
1950,NL,PIT,PIT06,4/21/50,9/24/50,77,68,1167464
1950,AL,SLA,STL07,4/22/50,9/24/50,74,60,299641
1950,NL,SLN,STL07,4/18/50,10/1/50,76,72,1095361
1950,AL,WS1,WAS09,4/18/50,9/24/50,78,63,667704
1951,AL,BOS,BOS07,4/20/51,9/23/51,75,65,1311663
1951,NL,BRO,NYC15,4/17/51,10/1/51,78,69,1331080
1951,NL,BSN,BOS08,4/17/51,9/30/51,78,64,485575
1951,AL,CHA,CHI10,4/20/51,9/25/51,78,62,1528381
1951,NL,CHN,CHI11,4/17/51,9/30/51,77,66,895034
1951,NL,CIN,CIN07,4/16/51,9/25/51,77,63,586267
1951,AL,CLE,CLE07,4/20/51,9/30/51,77,66,1687878
1951,AL,DET,DET04,4/17/51,9/23/51,77,68,1117226
1951,NL,NY1,NYC14,4/20/51,10/3/51,78,68,1175511
1951,AL,NYA,NYC16,4/17/51,9/30/51,78,66,1930529
1951,AL,PHA,PHI11,4/17/51,9/23/51,79,60,462250
1951,NL,PHI,PHI11,4/20/51,9/30/51,77,67,944204
1951,NL,PIT,PIT06,4/17/51,9/30/51,78,66,988441
1951,AL,SLA,STL07,4/17/51,9/30/51,77,61,309794
1951,NL,SLN,STL07,4/20/51,9/23/51,79,74,977318
1951,AL,WS1,WAS09,4/20/51,9/30/51,76,65,662134
1952,AL,BOS,BOS07,4/18/52,9/28/52,77,70,1149053
1952,NL,BRO,NYC15,4/18/52,9/28/52,80,67,1047718
1952,NL,BSN,BOS08,4/15/52,9/21/52,77,59,277516
1952,AL,CHA,CHI10,4/15/52,9/28/52,79,60,1224539
1952,NL,CHN,CHI11,4/18/52,9/21/52,77,66,1030567
1952,NL,CIN,CIN07,4/15/52,9/28/52,77,63,593930
1952,AL,CLE,CLE07,4/18/52,9/24/52,77,65,1480340
1952,AL,DET,DET04,4/15/52,9/28/52,77,68,1026966
1952,NL,NY1,NYC14,4/16/52,9/28/52,77,64,960027
1952,AL,NYA,NYC16,4/18/52,9/21/52,77,67,1593499
1952,AL,PHA,PHI11,4/16/52,9/28/52,78,63,631416
1952,NL,PHI,PHI11,4/18/52,9/21/52,76,60,763344
1952,NL,PIT,PIT06,4/18/52,9/21/52,77,67,686671
1952,AL,SLA,STL07,4/18/52,9/21/52,78,66,512132
1952,NL,SLN,STL07,4/15/52,9/28/52,77,73,913422
1952,AL,WS1,WAS09,4/15/52,9/21/52,78,62,707222
1953,AL,BOS,BOS07,4/20/53,9/20/53,76,70,1109909
1953,NL,BRO,NYC15,4/14/53,9/22/53,78,75,1357497
1953,AL,CHA,CHI10,4/16/53,9/23/53,78,65,1268325
1953,NL,CHN,CHI11,4/14/53,9/27/53,77,64,766404
1953,NL,CIN,CIN07,4/13/53,9/27/53,78,61,532664
1953,AL,CLE,CLE07,4/14/53,9/27/53,78,64,1074297
1953,AL,DET,DET04,4/16/53,9/22/53,79,66,869359
1953,NL,ML1,MIL05,4/14/53,9/20/53,79,64,1838643
1953,NL,NY1,NYC14,4/17/53,9/20/53,77,64,849187
1953,AL,NYA,NYC16,4/14/53,9/27/53,77,70,1509058
1953,AL,PHA,PHI11,4/16/53,9/20/53,78,65,403906
1953,NL,PHI,PHI11,4/14/53,9/27/53,78,65,902443
1953,NL,PIT,PIT06,4/16/53,9/27/53,77,65,560212
1953,AL,SLA,STL07,4/14/53,9/27/53,77,65,323777
1953,NL,SLN,STL07,4/16/53,9/23/53,78,74,872727
1953,AL,WS1,WAS09,4/16/53,9/27/53,75,69,641345
1954,AL,BAL,BAL11,4/15/54,9/25/54,77,67,1060910
1954,AL,BOS,BOS07,4/15/54,9/26/54,79,66,930393
1954,NL,BRO,NYC15,4/15/54,9/26/54,77,77,1113352
1954,AL,CHA,CHI10,4/13/54,9/19/54,78,65,1230629
1954,NL,CHN,CHI11,4/15/54,9/26/54,77,72,924782
1954,NL,CIN,CIN07,4/13/54,9/19/54,77,67,722881
1954,AL,CLE,CLE07,4/15/54,9/26/54,77,67,1337488
1954,AL,DET,DET04,4/13/54,9/19/54,77,72,1080540
1954,NL,ML1,MIL05,4/15/54,9/26/54,77,73,2263384
1954,NL,NY1,NYC14,4/13/54,9/18/54,76,69,1165071
1954,AL,NYA,NYC16,4/15/54,9/26/54,78,67,1475051
1954,AL,PHA,PHI11,4/13/54,9/19/54,77,61,307652
1954,NL,PHI,PHI11,4/15/54,9/26/54,78,72,788575
1954,NL,PIT,PIT06,4/13/54,9/19/54,77,74,568352
1954,NL,SLN,STL07,4/13/54,9/19/54,77,74,1056943
1954,AL,WS1,WAS09,4/13/54,9/19/54,78,71,504714
1955,AL,BAL,BAL11,4/12/55,9/18/55,79,62,859200
1955,AL,BOS,BOS07,4/14/55,9/25/55,78,67,1202885
1955,NL,BRO,NYC15,4/13/55,9/20/55,77,64,1021489
1955,AL,CHA,CHI10,4/14/55,9/25/55,77,60,1155676
1955,NL,CHN,CHI11,4/12/55,9/18/55,77,64,869060
1955,NL,CIN,CIN07,4/11/55,9/25/55,77,69,778429
1955,AL,CLE,CLE07,4/12/55,9/18/55,77,65,1200791
1955,AL,DET,DET04,4/14/55,9/25/55,77,67,1178828
1955,AL,KC1,KAN05,4/12/55,9/18/55,76,69,1388453
1955,NL,ML1,MIL05,4/12/55,9/18/55,77,70,1970212
1955,NL,NY1,NYC14,4/14/55,9/25/55,79,65,825202
1955,AL,NYA,NYC16,4/13/55,9/18/55,77,67,1497077
1955,NL,PHI,PHI11,4/13/55,9/18/55,77,65,936402
1955,NL,PIT,PIT06,4/14/55,9/25/55,75,61,519638
1955,NL,SLN,STL07,4/14/55,9/25/55,77,73,838079
1955,AL,WS1,WAS09,4/11/55,9/25/55,77,61,422001
1956,AL,BAL,BAL11,4/20/56,9/26/56,77,66,897473
1956,AL,BOS,BOS07,4/17/56,9/26/56,78,71,1137658
1956,NL,BRO,JER02,4/19/56,8/15/56,7,7,148371
1956,NL,BRO,NYC15,4/17/56,9/30/56,70,61,1088782
1956,AL,CHA,CHI10,4/17/56,9/23/56,77,63,1024783
1956,NL,CHN,CHI11,4/20/56,9/30/56,80,64,800063
1956,NL,CIN,CIN07,4/17/56,9/25/56,77,67,1103418
1956,AL,CLE,CLE07,4/20/56,9/30/56,77,65,851948
1956,AL,DET,DET04,4/17/56,9/26/56,78,70,1038560
1956,AL,KC1,KAN05,4/20/56,9/30/56,77,76,1011285
1956,NL,ML1,MIL05,4/17/56,9/23/56,77,69,2092388
1956,NL,NY1,NYC14,4/17/56,9/25/56,77,64,635516
1956,AL,NYA,NYC16,4/20/56,9/30/56,77,69,1633381
1956,NL,PHI,PHI11,4/20/56,9/30/56,77,60,927193
1956,NL,PIT,PIT06,4/20/56,9/24/56,78,66,960253
1956,NL,SLN,STL07,4/20/56,9/30/56,78,66,1061652
1956,AL,WS1,WAS09,4/17/56,9/30/56,77,66,446801
1957,AL,BAL,BAL11,4/16/57,9/22/57,77,67,1029581
1957,AL,BOS,BOS07,4/18/57,9/29/57,77,70,1181184
1957,NL,BRO,JER02,4/22/57,9/3/57,8,8,127390
1957,NL,BRO,NYC15,4/18/57,9/24/57,69,60,922438
1957,AL,CHA,CHI10,4/18/57,9/29/57,77,66,1128219
1957,NL,CHN,CHI11,4/16/57,9/22/57,78,64,731816
1957,NL,CIN,CIN07,4/16/57,9/25/57,77,69,1070830
1957,AL,CLE,CLE07,4/16/57,9/23/57,77,64,722256
1957,AL,DET,DET04,4/18/57,9/29/57,77,73,1272386
1957,AL,KC1,KAN05,4/16/57,9/26/57,77,72,900130
1957,NL,ML1,MIL05,4/18/57,9/29/57,78,73,2215041
1957,NL,NY1,NYC14,4/18/57,9/29/57,77,66,677883
1957,AL,NYA,NYC16,4/16/57,9/25/57,77,66,1502882
1957,NL,PHI,PHI11,4/16/57,9/29/57,78,66,1147640
1957,NL,PIT,PIT06,4/16/57,9/22/57,77,65,850732
1957,NL,SLN,STL07,4/18/57,9/29/57,77,68,1183205
1957,AL,WS1,WAS09,4/15/57,9/29/57,77,70,470437
1958,AL,BAL,BAL11,4/15/58,9/24/58,78,67,825765
1958,AL,BOS,BOS07,4/15/58,9/24/58,77,71,1113379
1958,AL,CHA,CHI10,4/15/58,9/28/58,77,69,797566
1958,NL,CHN,CHI11,4/18/58,9/21/58,77,67,993992
1958,NL,CIN,CIN07,4/15/58,9/21/58,77,65,778052
1958,AL,CLE,CLE07,4/15/58,9/28/58,76,63,663765
1958,AL,DET,DET04,4/18/58,9/21/58,77,70,1086484
1958,AL,KC1,KAN05,4/18/58,9/24/58,78,74,899937
1958,NL,LAN,LOS01,4/18/58,9/27/58,77,70,1804218
1958,NL,ML1,MIL05,4/15/58,9/28/58,77,70,1952803
1958,AL,NYA,NYC16,4/18/58,9/28/58,78,63,1396281
1958,NL,PHI,PHI11,4/18/58,9/22/58,77,66,931510
1958,NL,PIT,PIT06,4/18/58,9/28/58,77,64,1289176
1958,NL,SFN,SFO01,4/15/58,9/28/58,77,75,1272857
1958,NL,SLN,STL07,4/15/58,9/21/58,77,69,1101668
1958,AL,WS1,WAS09,4/14/58,9/28/58,78,68,495852
1959,AL,BAL,BAL11,4/14/59,9/16/59,78,64,892196
1959,AL,BOS,BOS07,4/14/59,9/27/59,77,73,990103
1959,AL,CHA,CHI10,4/14/59,9/20/59,78,68,1422862
1959,NL,CHN,CHI11,4/11/59,9/27/59,77,70,829414
1959,NL,CIN,CIN07,4/9/59,9/27/59,77,70,801299
1959,AL,CLE,CLE07,4/14/59,9/27/59,77,63,1499139
1959,AL,DET,DET04,4/10/59,9/27/59,77,74,1223245
1959,AL,KC1,KAN05,4/10/59,9/20/59,77,74,968724
1959,NL,LAN,LOS01,4/14/59,9/29/59,78,72,2083524
1959,NL,ML1,MIL05,4/14/59,9/28/59,79,72,1739724
1959,AL,NYA,NYC16,4/12/59,9/27/59,77,66,1661402
1959,NL,PHI,PHI11,4/10/59,9/22/59,78,61,799815
1959,NL,PIT,PIT06,4/10/59,9/23/59,77,67,1378865
1959,NL,SFN,SFO01,4/14/59,9/20/59,77,77,1421630
1959,NL,SLN,STL07,4/10/59,9/27/59,77,69,929953
1959,AL,WS1,WAS09,4/9/59,9/23/59,77,68,615890
1960,AL,BAL,BAL11,4/19/60,9/21/60,77,71,1187815
1960,AL,BOS,BOS07,4/19/60,9/28/60,77,66,1129765
1960,AL,CHA,CHI10,4/19/60,10/2/60,77,65,1644460
1960,NL,CHN,CHI11,4/22/60,9/25/60,79,69,810675
1960,NL,CIN,CIN07,4/12/60,9/25/60,77,68,665345
1960,AL,CLE,CLE07,4/19/60,9/25/60,77,65,973778
1960,AL,DET,DET04,4/22/60,9/25/60,77,65,1151336
1960,AL,KC1,KAN05,4/22/60,10/2/60,78,75,776734
1960,NL,LAN,LOS01,4/12/60,10/2/60,77,75,2268988
1960,NL,ML1,MIL05,4/12/60,9/25/60,77,71,1498859
1960,AL,NYA,NYC16,4/22/60,10/2/60,77,64,1669568
1960,NL,PHI,PHI11,4/14/60,10/2/60,77,64,861634
1960,NL,PIT,PIT06,4/14/60,10/2/60,78,69,1707089
1960,NL,SFN,SFO02,4/12/60,10/2/60,77,76,1796356
1960,NL,SLN,STL07,4/19/60,9/21/60,77,70,1096272
1960,AL,WS1,WAS09,4/18/60,10/2/60,77,72,743481
1961,AL,BAL,BAL11,4/11/61,9/30/61,82,70,960819
1961,AL,BOS,BOS07,4/11/61,9/27/61,82,71,850846
1961,AL,CHA,CHI10,4/19/61,9/24/61,81,66,1162030
1961,NL,CHN,CHI11,4/14/61,10/1/61,78,66,673006
1961,NL,CIN,CIN07,4/11/61,9/24/61,77,68,1123147
1961,AL,CLE,CLE07,4/19/61,9/20/61,81,64,736120
1961,AL,DET,DET04,4/11/61,9/20/61,82,67,1597608
1961,AL,KC1,KAN05,4/21/61,10/1/61,80,72,680382
1961,AL,LAA,LOS02,4/27/61,10/1/61,82,75,604422
1961,NL,LAN,LOS01,4/11/61,9/20/61,77,75,1804865
1961,AL,MIN,MIN02,4/21/61,10/1/61,81,75,1256722
1961,NL,ML1,MIL05,4/11/61,10/1/61,77,70,1101351
1961,AL,NYA,NYC16,4/11/61,10/1/61,81,66,1747726
1961,NL,PHI,PHI11,4/20/61,10/1/61,78,67,589994
1961,NL,PIT,PIT06,4/18/61,10/1/61,77,70,1199198
1961,NL,SFN,SFO02,4/11/61,9/20/61,77,74,1391251
1961,NL,SLN,STL07,4/14/61,9/24/61,78,70,856025
1961,AL,WS2,WAS09,4/10/61,9/21/61,79,69,597597
1962,AL,BAL,BAL11,4/14/62,9/26/62,82,72,795590
1962,AL,BOS,BOS07,4/10/62,9/30/62,79,72,723710
1962,AL,CHA,CHI10,4/10/62,9/23/62,81,68,1131562
1962,NL,CHN,CHI11,4/13/62,9/30/62,81,75,593068
1962,NL,CIN,CIN07,4/9/62,9/30/62,81,72,981890
1962,AL,CLE,CLE07,4/13/62,9/30/62,81,63,753256
1962,AL,DET,DET04,4/13/62,9/30/62,82,72,1207581
1962,NL,HOU,HOU01,4/10/62,9/23/62,82,75,922106
1962,AL,KC1,KAN05,4/10/62,9/23/62,81,74,635224
1962,AL,LAA,LOS03,4/17/62,9/23/62,81,75,1135590
1962,NL,LAN,LOS03,4/10/62,10/3/62,83,78,2782526
1962,AL,MIN,MIN02,4/14/62,9/30/62,82,76,1435640
1962,NL,ML1,MIL05,4/18/62,9/30/62,81,74,760053
1962,AL,NYA,NYC16,4/10/62,9/30/62,80,66,1606325
1962,NL,NYN,NYC14,4/13/62,9/23/62,80,63,925807
1962,NL,PHI,PHI11,4/13/62,9/23/62,80,66,762169
1962,NL,PIT,PIT06,4/10/62,9/23/62,81,74,1071614
1962,NL,SFN,SFO02,4/10/62,10/1/62,82,77,1590136
1962,NL,SLN,STL07,4/11/62,9/23/62,81,70,938516
1962,AL,WS2,WAS10,4/9/62,9/22/62,80,67,729741
1963,AL,BAL,BAL11,4/10/63,9/29/63,81,74,801749
1963,AL,BOS,BOS07,4/16/63,9/28/63,80,70,942729
1963,AL,CHA,CHI10,4/16/63,9/29/63,82,65,1179117
1963,NL,CHN,CHI11,4/9/63,9/25/63,81,77,993515
1963,NL,CIN,CIN07,4/8/63,9/22/63,81,71,858708
1963,AL,CLE,CLE07,4/11/63,9/24/63,81,64,639361
1963,AL,DET,DET04,4/9/63,9/25/63,81,71,818762
1963,NL,HOU,HOU01,4/9/63,9/29/63,81,78,719502
1963,AL,KC1,KAN05,4/9/63,9/29/63,81,77,751929
1963,AL,LAA,LOS03,4/9/63,9/19/63,81,75,837484
1963,NL,LAN,LOS03,4/16/63,9/29/63,81,76,2538659
1963,AL,MIN,MIN02,4/9/63,9/19/63,81,76,1406627
1963,NL,ML1,MIL05,4/11/63,9/29/63,82,78,779552
1963,AL,NYA,NYC16,4/11/63,9/28/63,80,68,1460537
1963,NL,NYN,NYC14,4/9/63,9/18/63,81,69,1077322
1963,NL,PHI,PHI11,4/9/63,9/15/63,81,68,908149
1963,NL,PIT,PIT06,4/9/63,9/18/63,81,70,783735
1963,NL,SFN,SFO02,4/16/63,9/29/63,81,76,1570924
1963,NL,SLN,STL07,4/13/63,9/29/63,81,73,1169364
1963,AL,WS2,WAS10,4/8/63,9/18/63,80,68,543631
1964,AL,BAL,BAL11,4/17/64,10/3/64,82,69,1126449
1964,AL,BOS,BOS07,4/17/64,10/4/64,81,75,883279
1964,AL,CHA,CHI10,4/14/64,10/4/64,81,67,1249413
1964,NL,CHN,CHI11,4/17/64,9/27/64,81,70,751639
1964,NL,CIN,CIN07,4/13/64,10/4/64,82,71,863670
1964,AL,CLE,CLE07,4/14/64,9/27/64,82,65,653293
1964,AL,DET,DET04,4/14/64,9/27/64,82,66,815921
1964,NL,HOU,HOU01,4/16/64,9/27/64,81,79,726155
1964,AL,KC1,KAN05,4/21/64,9/27/64,81,70,635465
1964,AL,LAA,LOS03,4/21/64,9/27/64,81,72,760611
1964,NL,LAN,LOS03,4/14/64,10/4/64,81,77,2234498
1964,AL,MIN,MIN02,4/22/64,10/4/64,82,79,1207508
1964,NL,ML1,MIL05,4/22/64,10/4/64,81,73,912022
1964,AL,NYA,NYC16,4/16/64,10/4/64,81,67,1305638
1964,NL,NYN,NYC17,4/17/64,9/27/64,82,66,1734389
1964,NL,PHI,PHI11,4/14/64,9/27/64,81,73,1425972
1964,NL,PIT,PIT06,4/14/64,9/27/64,81,70,759498
1964,NL,SFN,SFO02,4/14/64,10/4/64,81,76,1503544
1964,NL,SLN,STL07,4/22/64,10/4/64,81,76,1142667
1964,AL,WS2,WAS10,4/13/64,9/27/64,81,70,595271
1965,AL,BAL,BAL11,4/13/65,9/30/65,79,68,784803
1965,AL,BOS,BOS07,4/17/65,10/3/65,81,72,651761
1965,AL,CAL,LOS03,4/13/65,9/22/65,80,69,570253
1965,AL,CHA,CHI10,4/15/65,10/3/65,81,67,1133319
1965,NL,CHN,CHI11,4/12/65,9/26/65,83,70,632788
1965,NL,CIN,CIN07,4/12/65,9/22/65,81,73,1048540
1965,AL,CLE,CLE07,4/21/65,10/3/65,82,72,962727
1965,AL,DET,DET04,4/21/65,9/26/65,81,67,1029735
1965,NL,HOU,HOU02,4/12/65,10/3/65,81,80,2151470
1965,AL,KC1,KAN05,4/12/65,9/26/65,81,70,523276
1965,NL,LAN,LOS03,4/20/65,10/3/65,81,78,2560648
1965,AL,MIN,MIN02,4/12/65,10/3/65,81,77,1463298
1965,NL,ML1,MIL05,4/15/65,9/22/65,81,73,555668
1965,AL,NYA,NYC16,4/21/65,9/26/65,83,69,1304296
1965,NL,NYN,NYC17,4/12/65,10/3/65,82,68,1755366
1965,NL,PHI,PHI11,4/14/65,9/29/65,80,73,1166099
1965,NL,PIT,PIT06,4/12/65,10/3/65,82,73,916743
1965,NL,SFN,SFO02,4/20/65,10/3/65,81,76,1546066
1965,NL,SLN,STL07,4/15/65,9/22/65,81,75,1234891
1965,AL,WS2,WAS10,4/12/65,10/3/65,81,67,562913
1966,NL,ATL,ATL01,4/12/66,9/28/66,82,76,1539796
1966,AL,BAL,BAL11,4/15/66,10/2/66,79,67,1203424
1966,AL,BOS,BOS07,4/12/66,9/18/66,81,68,815197
1966,AL,CAL,ANA01,4/19/66,10/2/66,81,77,1407756
1966,AL,CHA,CHI10,4/12/66,10/2/66,81,68,973770
1966,NL,CHN,CHI11,4/19/66,9/25/66,81,70,635890
1966,NL,CIN,CIN07,4/22/66,10/2/66,79,69,745156
1966,AL,CLE,CLE07,4/15/66,9/21/66,81,71,920251
1966,AL,DET,DET04,4/15/66,10/2/66,81,70,1124294
1966,NL,HOU,HOU02,4/18/66,9/25/66,81,80,1878398
1966,AL,KC1,KAN05,4/19/66,9/25/66,81,70,773599
1966,NL,LAN,LOS03,4/12/66,9/21/66,81,78,2617056
1966,AL,MIN,MIN02,4/12/66,9/28/66,81,77,1259556
1966,AL,NYA,NYC16,4/12/66,9/25/66,82,69,1224803
1966,NL,NYN,NYC17,4/15/66,10/2/66,81,69,1933834
1966,NL,PHI,PHI11,4/15/66,10/2/66,81,74,1108191
1966,NL,PIT,PIT06,4/15/66,10/2/66,81,75,1196618
1966,NL,SFN,SFO02,4/12/66,9/21/66,81,77,1657192
1966,NL,SLN,STL07,4/13/66,5/8/66,10,10,122157
1966,NL,SLN,STL09,5/12/66,10/2/66,71,66,1590563
1966,AL,WS2,WAS10,4/11/66,9/26/66,78,66,589817
1967,NL,ATL,ATL01,4/13/67,10/1/67,81,80,1379214
1967,AL,BAL,BAL11,4/11/67,9/26/67,77,64,854902
1967,AL,BOS,BOS07,4/12/67,10/1/67,81,72,1694362
1967,AL,CAL,ANA01,4/11/67,9/20/67,83,75,1318067
1967,AL,CHA,CHI10,4/15/67,10/1/67,82,62,986471
1967,NL,CHN,CHI11,4/11/67,9/26/67,84,69,977226
1967,NL,CIN,CIN07,4/10/67,10/1/67,81,73,957700
1967,AL,CLE,CLE07,4/19/67,10/1/67,81,72,666463
1967,AL,DET,DET04,4/18/67,10/1/67,82,67,1458411
1967,NL,HOU,HOU02,4/11/67,9/27/67,81,80,1348285
1967,AL,KC1,KAN05,4/11/67,9/27/67,81,68,660747
1967,NL,LAN,LOS03,4/18/67,10/1/67,81,77,1665034
1967,AL,MIN,MIN02,4/14/67,9/27/67,81,76,1481259
1967,AL,NYA,NYC16,4/14/67,10/1/67,82,69,1142656
1967,NL,NYN,NYC17,4/11/67,9/24/67,78,67,1565500
1967,NL,PHI,PHI11,4/14/67,9/20/67,80,71,825512
1967,NL,PIT,PIT06,4/14/67,10/1/67,81,75,909012
